Source,Target,Type,Weight,book
AEGON,DAENERYS,UNDIRECTED,4,5
AEGON-(SON-OF-RHAEGAR),DAENERYS,UNDIRECTED,11,5
AEGON-(SON-OF-RHAEGAR),ELIA,UNDIRECTED,4,5
AEGON-(SON-OF-RHAEGAR),FRANKLYN-FLOWERS,UNDIRECTED,3,5
AEGON-(SON-OF-RHAEGAR),HALDON,UNDIRECTED,14,5
AEGON-(SON-OF-RHAEGAR),HARRY-STRICKLAND,UNDIRECTED,9,5
AEGON-(SON-OF-RHAEGAR),JON-CONNINGTON,UNDIRECTED,16,5
AEGON-(SON-OF-RHAEGAR),LEMORE,UNDIRECTED,10,5
AEGON-(SON-OF-RHAEGAR),RHAEGAR,UNDIRECTED,9,5
AEGON-(SON-OF-RHAEGAR),RHAENYS-(DAUGHTER-OF-RHAEGAR),UNDIRECTED,4,5
AEGON-(SON-OF-RHAEGAR),ROLLY-DUCKFIELD,UNDIRECTED,11,5
AEGON-(SON-OF-RHAEGAR),TYRION,UNDIRECTED,23,5
AEGON-(SON-OF-RHAEGAR),TYWIN,UNDIRECTED,3,5
AEGON-(SON-OF-RHAEGAR),VISERYS,UNDIRECTED,3,5
AEGON-(SON-OF-RHAEGAR),YANDRY,UNDIRECTED,6,5
AEGON-(SON-OF-RHAEGAR),YSILLA,UNDIRECTED,4,5
MAESTER_AEMON,CLYDAS,UNDIRECTED,7,5
MAESTER_AEMON,GILLY,UNDIRECTED,3,5
MAESTER_AEMON,JON,UNDIRECTED,12,5
MAESTER_AEMON,SAM,UNDIRECTED,16,5
MAESTER_AEMON,STANNIS,UNDIRECTED,3,5
AENYS,HOSTEEN,UNDIRECTED,6,5
AENYS,THEON,UNDIRECTED,3,5
AENYS,WYMAN-MANDERLY,UNDIRECTED,4,5
AERON,EURON,UNDIRECTED,4,5
AERON,VICTARION,UNDIRECTED,3,5
AERYS,RHAEGAR,UNDIRECTED,5,5
AERYS,ROBERT,UNDIRECTED,5,5
AERYS,TYWIN,UNDIRECTED,6,5
AGGO,BARRISTAN,UNDIRECTED,3,5
AGGO,DAARIO,UNDIRECTED,4,5
AGGO,DAENERYS,UNDIRECTED,9,5
AGGO,GREY_WORM,UNDIRECTED,5,5
AGGO,JHOGO,UNDIRECTED,6,5
AGGO,RAKHARO,UNDIRECTED,9,5
ALLISER_THORNE,JON,UNDIRECTED,6,5
ALYS,JON,UNDIRECTED,13,5
ALYS,MELISANDRE,UNDIRECTED,6,5
ALYS,SIGORN,UNDIRECTED,5,5
ALYSANE,ASHA,UNDIRECTED,18,5
ALYSANE,JUSTIN-MASSEY,UNDIRECTED,5,5
ALYSANE,STANNIS,UNDIRECTED,5,5
ARCHIBALD-YRONWOOD,CLETUS-YRONWOOD,UNDIRECTED,5,5
ARCHIBALD-YRONWOOD,GERRIS-DRINKWATER,UNDIRECTED,13,5
ARCHIBALD-YRONWOOD,QUENTYN,UNDIRECTED,21,5
ARCHIBALD-YRONWOOD,TATTERED-PRINCE,UNDIRECTED,4,5
AREO-HOTAH,ARIANNE,UNDIRECTED,11,5
AREO-HOTAH,ARYS-OAKHEART,UNDIRECTED,4,5
AREO-HOTAH,BALON-SWANN,UNDIRECTED,4,5
AREO-HOTAH,DORAN,UNDIRECTED,12,5
AREO-HOTAH,ELLARIA,UNDIRECTED,3,5
AREO-HOTAH,OBARA,UNDIRECTED,6,5
ARIANNE,BALON-SWANN,UNDIRECTED,5,5
ARIANNE,DORAN,UNDIRECTED,11,5
ARIANNE,ELLARIA,UNDIRECTED,3,5
ARIANNE,MYRCELLA,UNDIRECTED,4,5
ARIANNE,OBARA,UNDIRECTED,5,5
ARNOLF,ARTHOR,UNDIRECTED,3,5
ARNOLF,ASHA,UNDIRECTED,3,5
ARNOLF,MORS-UMBER,UNDIRECTED,4,5
ARNOLF,RICKARD,UNDIRECTED,3,5
ARNOLF,STANNIS,UNDIRECTED,7,5
ARRON,EMRICK,UNDIRECTED,6,5
ARRON,HARETH-(MOLES-TOWN),UNDIRECTED,4,5
ARRON,SATIN,UNDIRECTED,4,5
ARYA,BRAN,UNDIRECTED,7,5
ARYA,BRUSCO,UNDIRECTED,4,5
ARYA,NED,UNDIRECTED,4,5
ARYA,JEYNE-POOLE,UNDIRECTED,4,5
ARYA,JON,UNDIRECTED,12,5
ARYA,KINDLY-MAN,UNDIRECTED,4,5
ARYA,MANCE,UNDIRECTED,3,5
ARYA,MELISANDRE,UNDIRECTED,4,5
ARYA,RAMSAY,UNDIRECTED,5,5
ARYA,SANSA,UNDIRECTED,4,5
ARYA,THEON,UNDIRECTED,7,5
ARYA,WAIF,UNDIRECTED,3,5
ARYS-OAKHEART,GEROLD-DAYNE,UNDIRECTED,3,5
ASHA,CLAYTON-SUGGS,UNDIRECTED,4,5
ASHA,EURON,UNDIRECTED,4,5
ASHA,GALBART_GLOVER,UNDIRECTED,8,5
ASHA,GODRY-FARRING,UNDIRECTED,3,5
ASHA,GRIMTONGUE,UNDIRECTED,3,5
ASHA,HAGEN,UNDIRECTED,3,5
ASHA,JUSTIN-MASSEY,UNDIRECTED,15,5
ASHA,QARL-THE-MAID,UNDIRECTED,8,5
ASHA,ROBERT,UNDIRECTED,4,5
ASHA,ROLFE-THE-DWARF,UNDIRECTED,3,5
ASHA,STANNIS,UNDIRECTED,16,5
ASHA,SYBELLE-GLOVER,UNDIRECTED,3,5
ASHA,THEON,UNDIRECTED,7,5
ASHA,TORGON-GREYIRON,UNDIRECTED,3,5
ASHA,TRISTIFER-BOTLEY,UNDIRECTED,12,5
ASHA,TYCHO-NESTORIS,UNDIRECTED,3,5
ASHARA-DAYNE,ELIA,UNDIRECTED,3,5
AXELL_FLORENT,JON,UNDIRECTED,4,5
AXELL_FLORENT,MELISANDRE,UNDIRECTED,5,5
AXELL_FLORENT,SELYSE-FLORENT,UNDIRECTED,8,5
AXELL_FLORENT,SHIREEN,UNDIRECTED,3,5
AXELL_FLORENT,STANNIS,UNDIRECTED,3,5
AZOR-AHAI,STANNIS,UNDIRECTED,3,5
BALON,EURON,UNDIRECTED,3,5
BALON,THEON,UNDIRECTED,3,5
BALON-SWANN,DORAN,UNDIRECTED,11,5
BALON-SWANN,GEROLD-DAYNE,UNDIRECTED,3,5
BALON-SWANN,MYRCELLA,UNDIRECTED,4,5
BALON-SWANN,TYRION,UNDIRECTED,3,5
BARBREY-DUSTIN,JEYNE-POOLE,UNDIRECTED,5,5
BARBREY-DUSTIN,RAMSAY,UNDIRECTED,5,5
BARBREY-DUSTIN,ROGER-RYSWELL,UNDIRECTED,4,5
BARBREY-DUSTIN,ROOSE_BOLTON,UNDIRECTED,3,5
BARBREY-DUSTIN,STANNIS,UNDIRECTED,3,5
BARBREY-DUSTIN,THEON,UNDIRECTED,17,5
BARRISTAN,BELWAS,UNDIRECTED,9,5
BARRISTAN,BEN-PLUMM,UNDIRECTED,4,5
BARRISTAN,BLOODBEARD,UNDIRECTED,3,5
BARRISTAN,DAARIO,UNDIRECTED,18,5
BARRISTAN,DAENERYS,UNDIRECTED,75,5
BARRISTAN,GALAZZA-GALARE,UNDIRECTED,5,5
BARRISTAN,GERRIS-DRINKWATER,UNDIRECTED,4,5
BARRISTAN,GRAZHAR,UNDIRECTED,3,5
BARRISTAN,GREY_WORM,UNDIRECTED,6,5
BARRISTAN,GROLEO,UNDIRECTED,8,5
BARRISTAN,HIZDAHR,UNDIRECTED,42,5
BARRISTAN,JHOGO,UNDIRECTED,3,5
BARRISTAN,KHRAZZ,UNDIRECTED,8,5
BARRISTAN,LARRAQ,UNDIRECTED,3,5
BARRISTAN,MISSANDEI,UNDIRECTED,8,5
BARRISTAN,QUENTYN,UNDIRECTED,22,5
BARRISTAN,REZNAK-MO-REZNAK,UNDIRECTED,7,5
BARRISTAN,RHAEGAR,UNDIRECTED,3,5
BARRISTAN,SKAHAZ-MO-KANDAQ,UNDIRECTED,21,5
BARRISTAN,STEELSKIN,UNDIRECTED,3,5
BARRISTAN,TYRION,UNDIRECTED,3,5
BARRISTAN,VARYS,UNDIRECTED,3,5
BARRISTAN,WIDOWER,UNDIRECTED,3,5
BARRISTAN,XARO-XHOAN-DAXOS,UNDIRECTED,3,5
BARSENA,DAENERYS,UNDIRECTED,4,5
BARTIMUS,DAVOS-SEAWORTH,UNDIRECTED,4,5
BELAQUO,GOGHOR-THE-GIANT,UNDIRECTED,7,5
BELAQUO,HIZDAHR,UNDIRECTED,3,5
BELAQUO,IRRI,UNDIRECTED,3,5
BELAQUO,SPOTTED-CAT,UNDIRECTED,5,5
BELWAS,DAENERYS,UNDIRECTED,13,5
BELWAS,HIZDAHR,UNDIRECTED,11,5
BELWAS,QUENTYN,UNDIRECTED,3,5
BELWAS,SKAHAZ-MO-KANDAQ,UNDIRECTED,3,5
BEN-BONES,RAMSAY,UNDIRECTED,5,5
BEN-BONES,THEON,UNDIRECTED,4,5
BEN-PLUMM,DAARIO,UNDIRECTED,9,5
BEN-PLUMM,DAENERYS,UNDIRECTED,14,5
BEN-PLUMM,HIZDAHR,UNDIRECTED,3,5
BEN-PLUMM,KASPORIO,UNDIRECTED,3,5
BEN-PLUMM,PENNY,UNDIRECTED,3,5
BEN-PLUMM,TYBERO-ISTARION,UNDIRECTED,5,5
BEN-PLUMM,TYRION,UNDIRECTED,4,5
BENERRO,DAENERYS,UNDIRECTED,3,5
BENERRO,HALDON,UNDIRECTED,4,5
BENERRO,MOQORRO,UNDIRECTED,4,5
BENERRO,TYRION,UNDIRECTED,7,5
BENETHON-SCALES,NARBERT-GRANDISON,UNDIRECTED,3,5
BENETHON-SCALES,SELYSE-FLORENT,UNDIRECTED,4,5
BENJEN,JON,UNDIRECTED,4,5
BLACK-BALAQ,FRANKLYN-FLOWERS,UNDIRECTED,3,5
BLOODBEARD,DAENERYS,UNDIRECTED,3,5
BLOODBEARD,HIZDAHR,UNDIRECTED,5,5
BLOODBEARD,TATTERED-PRINCE,UNDIRECTED,3,5
BOROS,MERYN_TRANT,UNDIRECTED,3,5
BOROS,TOMMEN,UNDIRECTED,4,5
BOWEN_MARSH,CELLADOR,UNDIRECTED,8,5
BOWEN_MARSH,EDDISON_TOLLETT,UNDIRECTED,9,5
BOWEN_MARSH,JON,UNDIRECTED,45,5
BOWEN_MARSH,MANCE,UNDIRECTED,5,5
BOWEN_MARSH,OTHELL_YARWYCK,UNDIRECTED,19,5
BOWEN_MARSH,SATIN,UNDIRECTED,3,5
BOWEN_MARSH,STANNIS,UNDIRECTED,3,5
BOWEN_MARSH,TORMUND,UNDIRECTED,5,5
BOWEN_MARSH,WICK-WHITTLESTICK,UNDIRECTED,5,5
BRAN,BRYNDEN-RIVERS,UNDIRECTED,14,5
BRAN,COLDHANDS,UNDIRECTED,6,5
BRAN,NED,UNDIRECTED,4,5
BRAN,HODOR,UNDIRECTED,50,5
BRAN,JOJEN,UNDIRECTED,17,5
BRAN,JON,UNDIRECTED,4,5
BRAN,LEAF,UNDIRECTED,5,5
BRAN,MEERA,UNDIRECTED,33,5
BRAN,RICKON,UNDIRECTED,7,5
BRAN,ROBB,UNDIRECTED,6,5
BRAN,THEON,UNDIRECTED,8,5
BRANDON-NORREY,JON,UNDIRECTED,3,5
BRANDON-NORREY,TORGHEN-FLINT,UNDIRECTED,3,5
BREA,BRUSCO,UNDIRECTED,3,5
BRIENNE,CERSEI,UNDIRECTED,3,5
BRIENNE,JAIME,UNDIRECTED,3,5
BRUS-BUCKLER,MALEGORN,UNDIRECTED,6,5
BRUS-BUCKLER,NARBERT-GRANDISON,UNDIRECTED,4,5
BRUS-BUCKLER,SELYSE-FLORENT,UNDIRECTED,5,5
BRYNDEN-RIVERS,MEERA,UNDIRECTED,3,5
BRYNDEN,JAIME,UNDIRECTED,4,5
BUMP,VARAMYR,UNDIRECTED,5,5
CAGGO,GERRIS-DRINKWATER,UNDIRECTED,3,5
CAGGO,LUCIFER-LONG,UNDIRECTED,3,5
CAGGO,MERIS,UNDIRECTED,7,5
CAGGO,QUENTYN,UNDIRECTED,7,5
CAGGO,TATTERED-PRINCE,UNDIRECTED,4,5
CALEOTTE,DORAN,UNDIRECTED,3,5
CALEOTTE,MOUNTAIN,UNDIRECTED,4,5
CAMARRON,SPOTTED-CAT,UNDIRECTED,3,5
CATELYN,NED,UNDIRECTED,5,5
CELLADOR,CLYDAS,UNDIRECTED,3,5
CELLADOR,JON,UNDIRECTED,3,5
CELLADOR,OTHELL_YARWYCK,UNDIRECTED,8,5
CERSEI,DAENERYS,UNDIRECTED,3,5
CERSEI,DORAN,UNDIRECTED,3,5
CERSEI,DUNSEN,UNDIRECTED,3,5
CERSEI,MOUNTAIN,UNDIRECTED,4,5
CERSEI,HIGH_SPARROW,UNDIRECTED,11,5
CERSEI,ILYN_PAYNE,UNDIRECTED,4,5
CERSEI,JAIME,UNDIRECTED,13,5
CERSEI,JOFFREY,UNDIRECTED,3,5
CERSEI,KEVAN,UNDIRECTED,10,5
CERSEI,LANCEL,UNDIRECTED,6,5
CERSEI,MACE,UNDIRECTED,3,5
CERSEI,MARGAERY,UNDIRECTED,6,5
CERSEI,MERYN_TRANT,UNDIRECTED,3,5
CERSEI,MOELLE,UNDIRECTED,4,5
CERSEI,MYRCELLA,UNDIRECTED,4,5
CERSEI,OSNEY-KETTLEBLACK,UNDIRECTED,3,5
CERSEI,QYBURN,UNDIRECTED,3,5
CERSEI,RAFFORD,UNDIRECTED,3,5
CERSEI,RHAEGAR,UNDIRECTED,3,5
CERSEI,ROBERT,UNDIRECTED,7,5
CERSEI,ROBERT-STRONG,UNDIRECTED,4,5
CERSEI,SCOLERA,UNDIRECTED,5,5
CERSEI,STANNIS,UNDIRECTED,5,5
CERSEI,TOMMEN,UNDIRECTED,13,5
CERSEI,TYRION,UNDIRECTED,5,5
CERSEI,TYWIN,UNDIRECTED,3,5
CERSEI,UNELLA,UNDIRECTED,10,5
CLAYTON-SUGGS,GODRY-FARRING,UNDIRECTED,5,5
CLAYTON-SUGGS,STANNIS,UNDIRECTED,6,5
CLEON,DAENERYS,UNDIRECTED,9,5
CLEON,QUENTYN,UNDIRECTED,3,5
CLETUS-YRONWOOD,DAENERYS,UNDIRECTED,3,5
CLETUS-YRONWOOD,GERRIS-DRINKWATER,UNDIRECTED,5,5
CLETUS-YRONWOOD,KEDRY,UNDIRECTED,3,5
CLETUS-YRONWOOD,QUENTYN,UNDIRECTED,7,5
CLYDAS,JON,UNDIRECTED,20,5
CLYDAS,MULLY,UNDIRECTED,4,5
CLYDAS,STANNIS,UNDIRECTED,3,5
COLDHANDS,HODOR,UNDIRECTED,4,5
COLDHANDS,MEERA,UNDIRECTED,3,5
CORLISS-PENNY,STANNIS,UNDIRECTED,3,5
COTTER-PYKE,DENYS-MALLISTER,UNDIRECTED,4,5
COTTER-PYKE,JON,UNDIRECTED,11,5
COTTER-PYKE,SELYSE-FLORENT,UNDIRECTED,3,5
CROMM,GRIMTONGUE,UNDIRECTED,4,5
CROMM,HAGEN,UNDIRECTED,4,5
DAARIO,DAENERYS,UNDIRECTED,50,5
DAARIO,GREY_WORM,UNDIRECTED,6,5
DAARIO,GROLEO,UNDIRECTED,4,5
DAARIO,HERO,UNDIRECTED,7,5
DAARIO,HIZDAHR,UNDIRECTED,14,5
DAARIO,IRRI,UNDIRECTED,7,5
DAARIO,JHIQUI,UNDIRECTED,5,5
DAARIO,JHOGO,UNDIRECTED,9,5
DAARIO,MISSANDEI,UNDIRECTED,4,5
DAARIO,QUENTYN,UNDIRECTED,5,5
DAARIO,RAKHARO,UNDIRECTED,4,5
DAARIO,SKAHAZ-MO-KANDAQ,UNDIRECTED,9,5
DAENERYS,DAERON,UNDIRECTED,3,5
DAENERYS,DORAN,UNDIRECTED,3,5
DAENERYS,DROGO,UNDIRECTED,7,5
DAENERYS,EROEH,UNDIRECTED,3,5
DAENERYS,EZZARA,UNDIRECTED,3,5
DAENERYS,GALAZZA-GALARE,UNDIRECTED,19,5
DAENERYS,GERRIS-DRINKWATER,UNDIRECTED,15,5
DAENERYS,GHAEL,UNDIRECTED,5,5
DAENERYS,GREY_WORM,UNDIRECTED,11,5
DAENERYS,GROLEO,UNDIRECTED,4,5
DAENERYS,HERO,UNDIRECTED,5,5
DAENERYS,HIZDAHR,UNDIRECTED,96,5
DAENERYS,ILLYRIO,UNDIRECTED,12,5
DAENERYS,IRRI,UNDIRECTED,25,5
DAENERYS,JHIQUI,UNDIRECTED,15,5
DAENERYS,JHOGO,UNDIRECTED,6,5
DAENERYS,JON-CONNINGTON,UNDIRECTED,6,5
DAENERYS,JORAH,UNDIRECTED,4,5
DAENERYS,LYSONO-MAAR,UNDIRECTED,3,5
DAENERYS,MACE,UNDIRECTED,3,5
DAENERYS,MARSELEN,UNDIRECTED,3,5
DAENERYS,MERIS,UNDIRECTED,6,5
DAENERYS,MEZZARA,UNDIRECTED,4,5
DAENERYS,MIKLAZ,UNDIRECTED,3,5
DAENERYS,MISSANDEI,UNDIRECTED,37,5
DAENERYS,MOQORRO,UNDIRECTED,3,5
DAENERYS,PENNY,UNDIRECTED,4,5
DAENERYS,QAVO-NOGARYS,UNDIRECTED,5,5
DAENERYS,QEZZA,UNDIRECTED,6,5
DAENERYS,QUAITHE,UNDIRECTED,6,5
DAENERYS,QUENTYN,UNDIRECTED,58,5
DAENERYS,RAKHARO,UNDIRECTED,7,5
DAENERYS,REZNAK-MO-REZNAK,UNDIRECTED,19,5
DAENERYS,RHAEGAR,UNDIRECTED,10,5
DAENERYS,ROBERT,UNDIRECTED,3,5
DAENERYS,SKAHAZ-MO-KANDAQ,UNDIRECTED,33,5
DAENERYS,SPOTTED-CAT,UNDIRECTED,3,5
DAENERYS,SYMON-STRIPEBACK,UNDIRECTED,4,5
DAENERYS,TATTERED-PRINCE,UNDIRECTED,4,5
DAENERYS,TYRION,UNDIRECTED,17,5
DAENERYS,VARYS,UNDIRECTED,3,5
DAENERYS,VICTARION,UNDIRECTED,7,5
DAENERYS,VISERYS,UNDIRECTED,7,5
DAENERYS,XARO-XHOAN-DAXOS,UNDIRECTED,16,5
DAENERYS,YURKHAZ-ZO-YUNZAK,UNDIRECTED,4,5
DALLA,GILLY,UNDIRECTED,4,5
DALLA,MANCE,UNDIRECTED,5,5
DALLA,MELISANDRE,UNDIRECTED,3,5
DALLA,STANNIS,UNDIRECTED,5,5
DALLA,VAL,UNDIRECTED,5,5
DAMON-DANCE-FOR-ME,GRUNT,UNDIRECTED,3,5
DAMON-DANCE-FOR-ME,RAMSAY,UNDIRECTED,7,5
DAMON-DANCE-FOR-ME,SKINNER,UNDIRECTED,7,5
DAMON-DANCE-FOR-ME,SOUR-ALYN,UNDIRECTED,4,5
DAMON-DANCE-FOR-ME,THEON,UNDIRECTED,5,5
DAVOS-SEAWORTH,NED,UNDIRECTED,4,5
DAVOS-SEAWORTH,GARTH-(WOLFS-DEN),UNDIRECTED,4,5
DAVOS-SEAWORTH,GODRIC-BORRELL,UNDIRECTED,9,5
DAVOS-SEAWORTH,LEONA-WOOLFIELD,UNDIRECTED,3,5
DAVOS-SEAWORTH,MARLON-MANDERLY,UNDIRECTED,5,5
DAVOS-SEAWORTH,MELISANDRE,UNDIRECTED,4,5
DAVOS-SEAWORTH,ROBB,UNDIRECTED,3,5
DAVOS-SEAWORTH,ROBETT-GLOVER,UNDIRECTED,4,5
DAVOS-SEAWORTH,SALLADHOR-SAAN,UNDIRECTED,11,5
DAVOS-SEAWORTH,STANNIS,UNDIRECTED,21,5
DAVOS-SEAWORTH,SYBELL-SPICER,UNDIRECTED,3,5
DAVOS-SEAWORTH,WYMAN-MANDERLY,UNDIRECTED,32,5
DENYS-MALLISTER,JON,UNDIRECTED,4,5
DENZO-DHAN,MERIS,UNDIRECTED,3,5
DEVAN-SEAWORTH,JON,UNDIRECTED,5,5
DEVAN-SEAWORTH,MELISANDRE,UNDIRECTED,4,5
DEVAN-SEAWORTH,STANNIS,UNDIRECTED,14,5
DICK-STRAW,HUGH-HUNGERFORD,UNDIRECTED,3,5
DICK-STRAW,TATTERED-PRINCE,UNDIRECTED,4,5
DONAL-NOYE,JON,UNDIRECTED,7,5
DONAL-NOYE,QHORIN_HALFHAND,UNDIRECTED,3,5
DORAN,ELLARIA,UNDIRECTED,3,5
DORAN,MOUNTAIN,UNDIRECTED,4,5
DORAN,MYRCELLA,UNDIRECTED,5,5
DORAN,NYMERIA,UNDIRECTED,3,5
DORAN,OBARA,UNDIRECTED,4,5
DORAN,OBERYN,UNDIRECTED,5,5
DORAN,QUENTYN,UNDIRECTED,4,5
DORAN,ROBERT,UNDIRECTED,3,5
DORAN,VISERYS,UNDIRECTED,3,5
DRAQAZ,MIKLAZ,UNDIRECTED,3,5
DROGO,VISERYS,UNDIRECTED,4,5
DRYN,TORMUND,UNDIRECTED,3,5
DUNSEN,MOUNTAIN,UNDIRECTED,3,5
DUNSEN,ILYN_PAYNE,UNDIRECTED,3,5
DUNSEN,MERYN_TRANT,UNDIRECTED,3,5
DUNSEN,RAFFORD,UNDIRECTED,3,5
NED,JON,UNDIRECTED,10,5
NED,RAMSAY,UNDIRECTED,4,5
NED,ROBB,UNDIRECTED,6,5
NED,ROBERT,UNDIRECTED,7,5
NED,ROOSE_BOLTON,UNDIRECTED,5,5
NED,SANSA,UNDIRECTED,3,5
NED,STANNIS,UNDIRECTED,6,5
NED,THEON,UNDIRECTED,9,5
NED,WILLAM-DUSTIN,UNDIRECTED,4,5
NED,WYMAN-MANDERLY,UNDIRECTED,4,5
EDDISON_TOLLETT,EMMETT,UNDIRECTED,8,5
EDDISON_TOLLETT,GILLY,UNDIRECTED,3,5
EDDISON_TOLLETT,HOBB,UNDIRECTED,4,5
EDDISON_TOLLETT,JANOS,UNDIRECTED,4,5
EDDISON_TOLLETT,JON,UNDIRECTED,25,5
EDDISON_TOLLETT,MULLY,UNDIRECTED,3,5
